AirPollutionAttributableDeaths,,,,,,,,,,,
ParentLocationCode,ParentLocation,Location,Period,Dim1,Dim1ValueCode,Dim2,FactValueNumeric,FactValueNumericLow,FactValueNumericHigh,Value,DateModified
EUR,Europe,Cyprus,2016,Female,FMLE,Stroke,31.04,14.25,65.29,31.04 [14.25 – 65.29],7/6/18 0:00
AMR,Americas,Nicaragua,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",31.18,16.35,49.69,31.18 [16.35 – 49.69],7/6/18 0:00
EUR,Europe,Montenegro,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,31.2,16,50.38,31.2 [16 – 50.38],7/6/18 0:00
EUR,Europe,Latvia,2016,Male,MLE,Lower respiratory infections,31.38,12.57,56.43,31.38 [12.57 – 56.43],7/6/18 0:00
AMR,Americas,Jamaica,2016,Male,MLE,"Trachea, bronchus, lung cancers",31.49,15.49,52.25,31.49 [15.49 – 52.25],7/6/18 0:00
AFR,Africa,Burkina Faso,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",31.79,19.38,45.53,31.79 [19.38 – 45.53],7/6/18 0:00
AFR,Africa,Cabo Verde,2016,Female,FMLE,Lower respiratory infections,31.87,21.64,42.9,31.87 [21.64 – 42.9],7/6/18 0:00
AFR,Africa,Cameroon,2016,Male,MLE,"Trachea, bronchus, lung cancers",31.98,21.57,42.25,31.98 [21.57 – 42.25],7/6/18 0:00
EUR,Europe,Estonia,2016,Female,FMLE,Total,310.3,178.1,479.8,310.3 [178.1 – 479.8],7/6/18 0:00
AMR,Americas,Dominican Republic,2016,Both sexes,BTSX,Lower respiratory infections,310.6,123.9,553.2,310.6 [123.9 – 553.2],7/6/18 0:00
AMR,Americas,Mexico,2016,Female,FMLE,"Trachea, bronchus, lung cancers",310.8,168.3,480.9,310.8 [168.3 – 480.9],7/6/18 0:00
AFR,Africa,Zimbabwe,2016,Female,FMLE,Stroke,312,240.1,418.4,312 [240.1 – 418.4],7/6/18 0:00
EUR,Europe,Sweden,2016,Both sexes,BTSX,Stroke,312,99.55,968.2,312 [99.55 – 968.2],7/6/18 0:00
EMR,Eastern Mediterranean,Jordan,2016,Both sexes,BTSX,Lower respiratory infections,312.2,218.1,413.6,312.2 [218.1 – 413.6],7/6/18 0:00
AMR,Americas,Panama,2016,Both sexes,BTSX,Ischaemic heart disease,312.3,223,401.3,312.3 [223 – 401.3],7/6/18 0:00
EUR,Europe,Turkmenistan,2016,Male,MLE,Stroke,312.3,241.2,387.8,312.3 [241.2 – 387.8],7/6/18 0:00
AFR,Africa,Burundi,2016,Female,FMLE,Stroke,313.4,256.7,380.3,313.4 [256.7 – 380.3],7/6/18 0:00
WPR,Western Pacific,Lao People's Democratic Republic,2016,Male,MLE,Lower respiratory infections,313.6,189.2,451.4,313.6 [189.2 – 451.4],7/6/18 0:00
AFR,Africa,Mozambique,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,314.3,156.5,511.4,314.3 [156.5 – 511.4],7/6/18 0:00
EUR,Europe,Serbia,2016,Female,FMLE,Chronic obstructive pulmonary disease,314.3,168.9,492.3,314.3 [168.9 – 492.3],7/6/18 0:00
AMR,Americas,Canada,2016,Male,MLE,"Trachea, bronchus, lung cancers",314.8,88.63,672.6,314.8 [88.63 – 672.6],7/6/18 0:00
AFR,Africa,Zimbabwe,2016,Male,MLE,Ischaemic heart disease,315.7,250.7,376.9,315.7 [250.7 – 376.9],7/6/18 0:00
EUR,Europe,Hungary,2016,Female,FMLE,"Trachea, bronchus, lung cancers",316.6,162.7,510.8,316.6 [162.7 – 510.8],7/6/18 0:00
EMR,Eastern Mediterranean,Syrian Arab Republic,2016,Male,MLE,Lower respiratory infections,317.6,240.3,400.5,317.6 [240.3 – 400.5],7/6/18 0:00
EMR,Eastern Mediterranean,Tunisia,2016,Male,MLE,Chronic obstructive pulmonary disease,319.6,181.4,475.6,319.6 [181.4 – 475.6],7/6/18 0:00
AFR,Africa,Ethiopia,2016,Both sexes,BTSX,Total,32905,27448,38726,"32,905 [27,448 – 38,726]",7/6/18 0:00
AMR,Americas,Trinidad and Tobago,2016,Male,MLE,Lower respiratory infections,32.06,18.42,47.1,32.06 [18.42 – 47.1],7/6/18 0:00
EUR,Europe,Iceland,2016,Both sexes,BTSX,Ischaemic heart disease,32.1,16.8,51.17,32.1 [16.8 – 51.17],7/6/18 0:00
EMR,Eastern Mediterranean,Djibouti,2016,Female,FMLE,Stroke,32.15,26.28,38.46,32.15 [26.28 – 38.46],7/6/18 0:00
AFR,Africa,Mauritius,2016,Both sexes,BTSX,Lower respiratory infections,32.36,13.26,57.04,32.36 [13.26 – 57.04],7/6/18 0:00
AMR,Americas,Saint Lucia,2016,Male,MLE,Total,32.5,27.25,38.65,32.5 [27.25 – 38.65],7/6/18 0:00
EUR,Europe,Denmark,2016,Male,MLE,Ischaemic heart disease,320.9,225.5,424.6,320.9 [225.5 – 424.6],7/6/18 0:00
AFR,Africa,Côte d’Ivoire,2016,Female,FMLE,Chronic obstructive pulmonary disease,322.1,171.7,506.1,322.1 [171.7 – 506.1],7/6/18 0:00
EMR,Eastern Mediterranean,Tunisia,2016,Male,MLE,"Trachea, bronchus, lung cancers",322.3,196.3,461.9,322.3 [196.3 – 461.9],7/6/18 0:00
EUR,Europe,Israel,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,322.7,157.6,528.7,322.7 [157.6 – 528.7],7/6/18 0:00
EMR,Eastern Mediterranean,Qatar,2016,Both sexes,BTSX,Total,322.7,291.7,356.2,322.7 [291.7 – 356.2],7/6/18 0:00
AFR,Africa,Zimbabwe,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,322.9,159,527.3,322.9 [159 – 527.3],7/6/18 0:00
WPR,Western Pacific,Lao People's Democratic Republic,2016,Female,FMLE,Lower respiratory infections,322.9,194.8,464.8,322.9 [194.8 – 464.8],7/6/18 0:00
EUR,Europe,Belgium,2016,Male,MLE,Lower respiratory infections,323.5,120.6,591.7,323.5 [120.6 – 591.7],7/6/18 0:00
EMR,Eastern Mediterranean,Libya,2016,Both sexes,BTSX,Lower respiratory infections,324,249.4,403.5,324 [249.4 – 403.5],7/6/18 0:00
AFR,Africa,Mali,2016,Female,FMLE,Chronic obstructive pulmonary disease,325.9,182,495,325.9 [182 – 495],7/6/18 0:00
WPR,Western Pacific,China,2016,Both sexes,BTSX,Stroke,326974,260178,406062,"326,974 [260,178 – 406,062]",7/6/18 0:00
EUR,Europe,Netherlands,2016,Female,FMLE,"Trachea, bronchus, lung cancers",326.1,155.4,550.6,326.1 [155.4 – 550.6],7/6/18 0:00
WPR,Western Pacific,Lao People's Democratic Republic,2016,Female,FMLE,Stroke,326.5,252,437,326.5 [252 – 437],7/6/18 0:00
AFR,Africa,Senegal,2016,Male,MLE,Stroke,326.9,270.4,388.9,326.9 [270.4 – 388.9],7/6/18 0:00
AFR,Africa,Sierra Leone,2016,Female,FMLE,Stroke,327,262.3,398.3,327 [262.3 – 398.3],7/6/18 0:00
EUR,Europe,Switzerland,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,328,114.5,604.3,328 [114.5 – 604.3],7/6/18 0:00
EUR,Europe,Kyrgyzstan,2016,Male,MLE,Stroke,328.4,251,422.8,328.4 [251 – 422.8],7/6/18 0:00
AMR,Americas,Costa Rica,2016,Male,MLE,Ischaemic heart disease,328.5,254.4,397.9,328.5 [254.4 – 397.9],7/6/18 0:00
AFR,Africa,Ghana,2016,Male,MLE,Chronic obstructive pulmonary disease,329.1,182.7,501.3,329.1 [182.7 – 501.3],7/6/18 0:00
EMR,Eastern Mediterranean,Pakistan,2016,Male,MLE,Ischaemic heart disease,33366,28312,38321,"33,366 [28,312 – 38,321]",7/6/18 0:00
SEAR,South-East Asia,Thailand,2016,Both sexes,BTSX,Total,33546,28419,39695,"33,546 [28,419 – 39,695]",7/6/18 0:00
WPR,Western Pacific,Vanuatu,2016,Male,MLE,Total,33.23,26.84,40.5,33.23 [26.84 – 40.5],7/6/18 0:00
EUR,Europe,Norway,2016,Female,FMLE,"Trachea, bronchus, lung cancers",33.28,10.92,66.69,33.28 [10.92 – 66.69],7/6/18 0:00
AMR,Americas,Suriname,2016,Both sexes,BTSX,Lower respiratory infections,33.28,19.38,48.49,33.28 [19.38 – 48.49],7/6/18 0:00
EMR,Eastern Mediterranean,Djibouti,2016,Male,MLE,Stroke,33.42,27.97,39.34,33.42 [27.97 – 39.34],7/6/18 0:00
AFR,Africa,Democratic Republic of the Congo,2016,Female,FMLE,"Trachea, bronchus, lung cancers",33.45,20.27,48.12,33.45 [20.27 – 48.12],7/6/18 0:00
EUR,Europe,Latvia,2016,Male,MLE,Chronic obstructive pulmonary disease,33.46,13.57,58.51,33.46 [13.57 – 58.51],7/6/18 0:00
AMR,Americas,Suriname,2016,Male,MLE,Stroke,33.49,26.06,42.32,33.49 [26.06 – 42.32],7/6/18 0:00
AMR,Americas,Jamaica,2016,Male,MLE,Lower respiratory infections,33.63,12.99,60.9,33.63 [12.99 – 60.9],7/6/18 0:00
WPR,Western Pacific,New Zealand,2016,Male,MLE,Total,330.1,219.5,466.2,330.1 [219.5 – 466.2],7/6/18 0:00
AMR,Americas,Trinidad and Tobago,2016,Male,MLE,Total,330.4,285.2,377.2,330.4 [285.2 – 377.2],7/6/18 0:00
EUR,Europe,Belarus,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,332.5,160,547.9,332.5 [160 – 547.9],7/6/18 0:00
EUR,Europe,Kazakhstan,2016,Both sexes,BTSX,Lower respiratory infections,334.6,116.6,637.8,334.6 [116.6 – 637.8],7/6/18 0:00
EUR,Europe,Ukraine,2016,Female,FMLE,"Trachea, bronchus, lung cancers",334.7,179.3,521.7,334.7 [179.3 – 521.7],7/6/18 0:00
EUR,Europe,Republic of Moldova,2016,Male,MLE,Stroke,335.6,243.5,473.5,335.6 [243.5 – 473.5],7/6/18 0:00
SEAR,South-East Asia,Sri Lanka,2016,Male,MLE,Lower respiratory infections,335.8,157.6,570.9,335.8 [157.6 – 570.9],7/6/18 0:00
AFR,Africa,Gabon,2016,Male,MLE,Total,336.8,288.5,391.1,336.8 [288.5 – 391.1],7/6/18 0:00
WPR,Western Pacific,Papua New Guinea,2016,Female,FMLE,Ischaemic heart disease,337.6,261.1,408.3,337.6 [261.1 – 408.3],7/6/18 0:00
AFR,Africa,Burkina Faso,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,337.8,191.8,502.4,337.8 [191.8 – 502.4],7/6/18 0:00
AFR,Africa,Gabon,2016,Female,FMLE,Total,338.3,291.4,392.1,338.3 [291.4 – 392.1],7/6/18 0:00
EUR,Europe,Georgia,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,338.4,174.1,543.5,338.4 [174.1 – 543.5],7/6/18 0:00
WPR,Western Pacific,Viet Nam,2016,Both sexes,BTSX,Total,34232,29206,39701,"34,232 [29,206 – 39,701]",7/6/18 0:00
AMR,Americas,Belize,2016,Female,FMLE,Total,34.05,28.68,40.35,34.05 [28.68 – 40.35],7/6/18 0:00
EUR,Europe,Finland,2016,Male,MLE,"Trachea, bronchus, lung cancers",34.1,6.75,81.2,34.1 [6.75 – 81.2],7/6/18 0:00
EUR,Europe,Luxembourg,2016,Male,MLE,Ischaemic heart disease,34.13,23.68,44.38,34.13 [23.68 – 44.38],7/6/18 0:00
AFR,Africa,Comoros,2016,Both sexes,BTSX,Stroke,34.72,27.36,43.53,34.72 [27.36 – 43.53],7/6/18 0:00
EMR,Eastern Mediterranean,Qatar,2016,Female,FMLE,Ischaemic heart disease,34.87,29.42,40.62,34.87 [29.42 – 40.62],7/6/18 0:00
AMR,Americas,Costa Rica,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",34.91,17.88,56.46,34.91 [17.88 – 56.46],7/6/18 0:00
AFR,Africa,Equatorial Guinea,2016,Female,FMLE,Stroke,34.93,29.06,41.65,34.93 [29.06 – 41.65],7/6/18 0:00
WPR,Western Pacific,Mongolia,2016,Female,FMLE,Lower respiratory infections,34.94,25.95,44.67,34.94 [25.95 – 44.67],7/6/18 0:00
AMR,Americas,Trinidad and Tobago,2016,Both sexes,BTSX,Ischaemic heart disease,340,268.1,407.5,340 [268.1 – 407.5],7/6/18 0:00
WPR,Western Pacific,Philippines,2016,Female,FMLE,"Trachea, bronchus, lung cancers",340.5,179.6,540.4,340.5 [179.6 – 540.4],7/6/18 0:00
AFR,Africa,Guinea,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,341.9,176,548.5,341.9 [176 – 548.5],7/6/18 0:00
AFR,Africa,Gambia,2016,Female,FMLE,Total,341.9,281,406.2,341.9 [281 – 406.2],7/6/18 0:00
EMR,Eastern Mediterranean,Tunisia,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",342,208.3,490.1,342 [208.3 – 490.1],7/6/18 0:00
AFR,Africa,Benin,2016,Male,MLE,Stroke,342.3,287.5,404.5,342.3 [287.5 – 404.5],7/6/18 0:00
AMR,Americas,Dominican Republic,2016,Male,MLE,Stroke,342.6,252.4,472.7,342.6 [252.4 – 472.7],7/6/18 0:00
AFR,Africa,Liberia,2016,Both sexes,BTSX,Ischaemic heart disease,342.6,270.5,415,342.6 [270.5 – 415],7/6/18 0:00
AFR,Africa,Equatorial Guinea,2016,Male,MLE,Total,342.7,293.4,395.6,342.7 [293.4 – 395.6],7/6/18 0:00
AFR,Africa,Guinea-Bissau,2016,Female,FMLE,Total,342.8,273.8,413.9,342.8 [273.8 – 413.9],7/6/18 0:00
AMR,Americas,Canada,2016,Both sexes,BTSX,Lower respiratory infections,342.9,40.09,921.4,342.9 [40.09 – 921.4],7/6/18 0:00
EUR,Europe,Bulgaria,2016,Male,MLE,"Trachea, bronchus, lung cancers",343.6,183.9,536.6,343.6 [183.9 – 536.6],7/6/18 0:00
AFR,Africa,Ghana,2016,Female,FMLE,Chronic obstructive pulmonary disease,344.6,191.3,525.1,344.6 [191.3 – 525.1],7/6/18 0:00
WPR,Western Pacific,New Zealand,2016,Both sexes,BTSX,Ischaemic heart disease,345.5,187.7,548.5,345.5 [187.7 – 548.5],7/6/18 0:00
AMR,Americas,Guyana,2016,Both sexes,BTSX,Total,347.2,301.8,399.6,347.2 [301.8 – 399.6],7/6/18 0:00
EUR,Europe,Belarus,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",347.7,185,547.5,347.7 [185 – 547.5],7/6/18 0:00
AMR,Americas,Jamaica,2016,Male,MLE,Total,347.8,276.3,433.8,347.8 [276.3 – 433.8],7/6/18 0:00
AMR,Americas,Guatemala,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,348.6,182.7,553.4,348.6 [182.7 – 553.4],7/6/18 0:00
AFR,Africa,Guinea-Bissau,2016,Male,MLE,Total,348.8,270.2,429,348.8 [270.2 – 429],7/6/18 0:00
AFR,Africa,Eswatini,2016,Both sexes,BTSX,Total,349,265.3,448,349 [265.3 – 448],7/6/18 0:00
AFR,Africa,Guinea,2016,Male,MLE,Stroke,349.6,277.8,427,349.6 [277.8 – 427],7/6/18 0:00
AFR,Africa,Burundi,2016,Female,FMLE,Ischaemic heart disease,349.6,285.7,411.4,349.6 [285.7 – 411.4],7/6/18 0:00
EUR,Europe,Czechia,2016,Male,MLE,"Trachea, bronchus, lung cancers",349.8,180.3,563.4,349.8 [180.3 – 563.4],7/6/18 0:00
AMR,Americas,United States of America,2016,Female,FMLE,Total,35844,24694,50172,"35,844 [24,694 – 50,172]",7/6/18 0:00
SEAR,South-East Asia,Bangladesh,2016,Female,FMLE,Total,35919,31691,40476,"35,919 [31,691 – 40,476]",7/6/18 0:00
AMR,Americas,Jamaica,2016,Female,FMLE,Lower respiratory infections,35.11,13.57,63.59,35.11 [13.57 – 63.59],7/6/18 0:00
EMR,Eastern Mediterranean,Qatar,2016,Both sexes,BTSX,Stroke,35.26,30.91,40.01,35.26 [30.91 – 40.01],7/6/18 0:00
AFR,Africa,Mauritius,2016,Female,FMLE,Chronic obstructive pulmonary disease,35.3,14.7,61.05,35.3 [14.7 – 61.05],7/6/18 0:00
EUR,Europe,Slovenia,2016,Female,FMLE,"Trachea, bronchus, lung cancers",35.53,18.29,57.24,35.53 [18.29 – 57.24],7/6/18 0:00
EUR,Europe,Albania,2016,Female,FMLE,Chronic obstructive pulmonary disease,35.72,17.16,58.93,35.72 [17.16 – 58.93],7/6/18 0:00
EMR,Eastern Mediterranean,Oman,2016,Female,FMLE,Stroke,35.75,29.22,43.42,35.75 [29.22 – 43.42],7/6/18 0:00
AFR,Africa,Namibia,2016,Female,FMLE,Chronic obstructive pulmonary disease,35.79,18.69,56.84,35.79 [18.69 – 56.84],7/6/18 0:00
EUR,Europe,The former Yugoslav Republic of Macedonia,2016,Male,MLE,Ischaemic heart disease,351.3,282.5,414.6,351.3 [282.5 – 414.6],7/6/18 0:00
EUR,Europe,Netherlands,2016,Male,MLE,Stroke,351.4,197.8,675.6,351.4 [197.8 – 675.6],7/6/18 0:00
WPR,Western Pacific,Australia,2016,Female,FMLE,Chronic obstructive pulmonary disease,354.5,107.5,697.9,354.5 [107.5 – 697.9],7/6/18 0:00
AFR,Africa,Madagascar,2016,Male,MLE,Chronic obstructive pulmonary disease,355,182.3,571.7,355 [182.3 – 571.7],7/6/18 0:00
AFR,Africa,Benin,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,355.2,200.4,531.8,355.2 [200.4 – 531.8],7/6/18 0:00
WPR,Western Pacific,China,2016,Both sexes,BTSX,Ischaemic heart disease,357740,284166,432514,"357,740 [284,166 – 432,514]",7/6/18 0:00
EUR,Europe,Portugal,2016,Male,MLE,Stroke,358,172,838.2,358 [172 – 838.2],7/6/18 0:00
EMR,Eastern Mediterranean,Saudi Arabia,2016,Male,MLE,Chronic obstructive pulmonary disease,359.9,233.2,498.8,359.9 [233.2 – 498.8],7/6/18 0:00
AFR,Africa,Burkina Faso,2016,Male,MLE,Stroke,359.9,302.4,422.4,359.9 [302.4 – 422.4],7/6/18 0:00
EUR,Europe,Russian Federation,2016,Male,MLE,Ischaemic heart disease,36028,27870,43490,"36,028 [27,870 – 43,490]",7/6/18 0:00
EUR,Europe,Turkey,2016,Both sexes,BTSX,Total,36698,31656,42013,"36,698 [31,656 – 42,013]",7/6/18 0:00
WPR,Western Pacific,Brunei Darussalam,2016,Both sexes,BTSX,Total,36.04,26.03,47.4,36.04 [26.03 – 47.4],7/6/18 0:00
EUR,Europe,Portugal,2016,Female,FMLE,"Trachea, bronchus, lung cancers",36.22,13.97,69.72,36.22 [13.97 – 69.72],7/6/18 0:00
SEAR,South-East Asia,Bhutan,2016,Female,FMLE,Chronic obstructive pulmonary disease,36.42,20.68,54.1,36.42 [20.68 – 54.1],7/6/18 0:00
AFR,Africa,Cabo Verde,2016,Both sexes,BTSX,Stroke,36.55,26.71,50.86,36.55 [26.71 – 50.86],7/6/18 0:00
EUR,Europe,Estonia,2016,Female,FMLE,Stroke,36.77,13.67,101,36.77 [13.67 – 101],7/6/18 0:00
EUR,Europe,Armenia,2016,Female,FMLE,Lower respiratory infections,36.83,25.5,49.21,36.83 [25.5 – 49.21],7/6/18 0:00
EUR,Europe,Cyprus,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",36.95,19.35,58.91,36.95 [19.35 – 58.91],7/6/18 0:00
AFR,Africa,Eswatini,2016,Female,FMLE,Stroke,36.97,26.85,51.33,36.97 [26.85 – 51.33],7/6/18 0:00
AFR,Africa,South Africa,2016,Female,FMLE,"Trachea, bronchus, lung cancers",361.1,202.2,545.5,361.1 [202.2 – 545.5],7/6/18 0:00
EMR,Eastern Mediterranean,Somalia,2016,Male,MLE,Stroke,362.5,299.9,428.2,362.5 [299.9 – 428.2],7/6/18 0:00
AMR,Americas,Ecuador,2016,Female,FMLE,Lower respiratory infections,364.2,156.3,622.3,364.2 [156.3 – 622.3],7/6/18 0:00
AMR,Americas,Peru,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",364.4,204.1,550.9,364.4 [204.1 – 550.9],7/6/18 0:00
AMR,Americas,Colombia,2016,Male,MLE,"Trachea, bronchus, lung cancers",365.3,189,586.9,365.3 [189 – 586.9],7/6/18 0:00
EUR,Europe,Bosnia and Herzegovina,2016,Male,MLE,Stroke,365.4,264.2,509.1,365.4 [264.2 – 509.1],7/6/18 0:00
AFR,Africa,Niger,2016,Male,MLE,Chronic obstructive pulmonary disease,365.8,231.1,515.9,365.8 [231.1 – 515.9],7/6/18 0:00
EMR,Eastern Mediterranean,Syrian Arab Republic,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",365.9,228.6,514.7,365.9 [228.6 – 514.7],7/6/18 0:00
EMR,Eastern Mediterranean,Kuwait,2016,Both sexes,BTSX,Lower respiratory infections,367,289.4,447.2,367 [289.4 – 447.2],7/6/18 0:00
AFR,Africa,South Sudan,2016,Female,FMLE,Stroke,368.8,300.3,442.9,368.8 [300.3 – 442.9],7/6/18 0:00
EUR,Europe,Czechia,2016,Male,MLE,Chronic obstructive pulmonary disease,369.6,163.8,624.3,369.6 [163.8 – 624.3],7/6/18 0:00
EUR,Europe,Uzbekistan,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,369.8,199.9,577.8,369.8 [199.9 – 577.8],7/6/18 0:00
EUR,Europe,Germany,2016,Both sexes,BTSX,Total,37085,27693,47948,"37,085 [27,693 – 47,948]",7/6/18 0:00
EUR,Europe,Russian Federation,2016,Female,FMLE,Ischaemic heart disease,37140,24473,50698,"37,140 [24,473 – 50,698]",7/6/18 0:00
EMR,Eastern Mediterranean,Egypt,2016,Male,MLE,Total,37412,33793,41328,"37,412 [33,793 – 41,328]",7/6/18 0:00
AMR,Americas,Suriname,2016,Female,FMLE,Ischaemic heart disease,37.17,28.65,45.29,37.17 [28.65 – 45.29],7/6/18 0:00
AMR,Americas,Ecuador,2016,Female,FMLE,"Trachea, bronchus, lung cancers",37.35,18.9,60.84,37.35 [18.9 – 60.84],7/6/18 0:00
EUR,Europe,Ireland,2016,Female,FMLE,"Trachea, bronchus, lung cancers",37.44,14.8,70.07,37.44 [14.8 – 70.07],7/6/18 0:00
AMR,Americas,Barbados,2016,Both sexes,BTSX,Stroke,37.5,24.58,58.55,37.5 [24.58 – 58.55],7/6/18 0:00
WPR,Western Pacific,New Zealand,2016,Both sexes,BTSX,Lower respiratory infections,37.62,3.45,111.2,37.62 [3.45 – 111.2],7/6/18 0:00
AFR,Africa,Equatorial Guinea,2016,Male,MLE,Stroke,37.67,31.92,43.64,37.67 [31.92 – 43.64],7/6/18 0:00
EUR,Europe,Slovenia,2016,Female,FMLE,Chronic obstructive pulmonary disease,37.69,16.54,63.63,37.69 [16.54 – 63.63],7/6/18 0:00
AMR,Americas,Bahamas,2016,Female,FMLE,Total,37.74,30.89,46.2,37.74 [30.89 – 46.2],7/6/18 0:00
AFR,Africa,Guinea-Bissau,2016,Both sexes,BTSX,Lower respiratory infections,370.3,231.9,520.8,370.3 [231.9 – 520.8],7/6/18 0:00
EUR,Europe,Belgium,2016,Male,MLE,"Trachea, bronchus, lung cancers",370.8,181,617.9,370.8 [181 – 617.9],7/6/18 0:00
EUR,Europe,Croatia,2016,Female,FMLE,Stroke,371.2,184.4,737,371.2 [184.4 – 737],7/6/18 0:00
EUR,Europe,Belgium,2016,Female,FMLE,Stroke,371.7,152.8,864.9,371.7 [152.8 – 864.9],7/6/18 0:00
WPR,Western Pacific,Australia,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",372.5,151.8,705,372.5 [151.8 – 705],7/6/18 0:00
AFR,Africa,Equatorial Guinea,2016,Both sexes,BTSX,Lower respiratory infections,372.6,286.7,463.4,372.6 [286.7 – 463.4],7/6/18 0:00
EUR,Europe,Romania,2016,Female,FMLE,Chronic obstructive pulmonary disease,373.8,159.2,642,373.8 [159.2 – 642],7/6/18 0:00
EUR,Europe,Czechia,2016,Male,MLE,Stroke,374.3,247.1,612,374.3 [247.1 – 612],7/6/18 0:00
SEAR,South-East Asia,Bhutan,2016,Both sexes,BTSX,Total,374.5,329.5,428.9,374.5 [329.5 – 428.9],7/6/18 0:00
EMR,Eastern Mediterranean,Syrian Arab Republic,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,376.9,218.3,551.5,376.9 [218.3 – 551.5],7/6/18 0:00
AFR,Africa,Namibia,2016,Female,FMLE,Total,378.4,306.4,457.7,378.4 [306.4 – 457.7],7/6/18 0:00
AMR,Americas,Ecuador,2016,Male,MLE,Lower respiratory infections,378.6,162.4,646.9,378.6 [162.4 – 646.9],7/6/18 0:00
AFR,Africa,Namibia,2016,Male,MLE,Total,379.4,304.6,462.2,379.4 [304.6 – 462.2],7/6/18 0:00
EUR,Europe,Israel,2016,Male,MLE,Ischaemic heart disease,379.7,275.2,486.1,379.7 [275.2 – 486.1],7/6/18 0:00
WPR,Western Pacific,Samoa,2016,Both sexes,BTSX,Total,38.18,31.05,47.3,38.18 [31.05 – 47.3],7/6/18 0:00
AFR,Africa,Cabo Verde,2016,Male,MLE,Lower respiratory infections,38.26,25.98,51.5,38.26 [25.98 – 51.5],7/6/18 0:00
EUR,Europe,Ireland,2016,Male,MLE,Lower respiratory infections,38.74,7.75,90.24,38.74 [7.75 – 90.24],7/6/18 0:00
EMR,Eastern Mediterranean,Libya,2016,Both sexes,BTSX,Stroke,380.9,306.4,470.6,380.9 [306.4 – 470.6],7/6/18 0:00
AFR,Africa,Malawi,2016,Female,FMLE,Ischaemic heart disease,381,288.7,475.3,381 [288.7 – 475.3],7/6/18 0:00
AMR,Americas,Honduras,2016,Female,FMLE,Ischaemic heart disease,381.4,285.3,477,381.4 [285.3 – 477],7/6/18 0:00
EUR,Europe,Cyprus,2016,Both sexes,BTSX,Total,382,301.6,470.7,382 [301.6 – 470.7],7/6/18 0:00
EUR,Europe,Azerbaijan,2016,Male,MLE,Stroke,382.7,285.6,517.6,382.7 [285.6 – 517.6],7/6/18 0:00
EUR,Europe,Finland,2016,Male,MLE,Ischaemic heart disease,382.9,226.3,567.4,382.9 [226.3 – 567.4],7/6/18 0:00
EMR,Eastern Mediterranean,Tunisia,2016,Female,FMLE,Lower respiratory infections,383.1,278.1,493.1,383.1 [278.1 – 493.1],7/6/18 0:00
AMR,Americas,Paraguay,2016,Male,MLE,Ischaemic heart disease,383.6,292.9,467.8,383.6 [292.9 – 467.8],7/6/18 0:00
AFR,Africa,Congo,2016,Female,FMLE,Lower respiratory infections,386,284.3,493.7,386 [284.3 – 493.7],7/6/18 0:00
AMR,Americas,Cuba,2016,Female,FMLE,Chronic obstructive pulmonary disease,388.1,190,639.5,388.1 [190 – 639.5],7/6/18 0:00
SEAR,South-East Asia,India,2016,Both sexes,BTSX,Ischaemic heart disease,389848,336282,444234,"389,848 [336,282 – 444,234]",7/6/18 0:00
AMR,Americas,Cuba,2016,Male,MLE,"Trachea, bronchus, lung cancers",389.4,207.9,612.4,389.4 [207.9 – 612.4],7/6/18 0:00
EMR,Eastern Mediterranean,Egypt,2016,Both sexes,BTSX,Ischaemic heart disease,39024,33327,45078,"39,024 [33,327 – 45,078]",7/6/18 0:00
AMR,Americas,Honduras,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",39.05,21,60.68,39.05 [21 – 60.68],7/6/18 0:00
EMR,Eastern Mediterranean,United Arab Emirates,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",39.25,24.14,55.88,39.25 [24.14 – 55.88],7/6/18 0:00
AMR,Americas,Jamaica,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",39.3,19.34,65.22,39.3 [19.34 – 65.22],7/6/18 0:00
